country,year,iso_code,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2
ognoC,1919,COG,527863,,,,,,,
ognoC,1920,COG,529118,,,,,,,
ognoC,1921,COG,532626,,,,,,,
ognoC,1922,COG,,,,,,,,
ognoC,1923,COG,,,,,,,,
ognoC,1924,COG,554681,,,,,,,
ognoC,1925,COG,563001,,,,,,,
ognoC,1926,COG,571446,,,,,,,
ognoC,1927,COG,,,,,,,,
ognoC,1928,COG,588718,,,,,,,
ognoC,1929,COG,597428,,,,,,,
ognoC,1930,COG,606145,,,,,,,
ognoC,1931,COG,,,,,,,,
ognoC,1932,COG,,,,,,,,
ognoC,1933,COG,,,,,,,,
ognoC,1934,COG,641179,,,,,,,
ognoC,1935,COG,,,,,,,,
ognoC,1936,COG,659258,,,,,,,
ognoC,1937,COG,,,,,,,,
ognoC,1938,COG,677846,,,,,,,
ognoC,1939,COG,,,,,,,,
ognoC,1940,COG,,,,,,,,
ognoC,1941,COG,710132,,,,,,,
ognoC,1942,COG,722365,,,,,,,
ognoC,1943,COG,735368,,,,,,,
ognoC,1944,COG,748604,,,,,,,
ognoC,1945,COG,762079,,,,,,,
ognoC,1946,COG,,,,,,,,
ognoC,1947,COG,,,,,,,,
ognoC,1948,COG,,,,,,,,
ognoC,1949,COG,819090,,,,,,,
ognoC,1950,COG,835136,1398939392.000,,0.009,0.000,0.000,0.080,
ognoC,1951,COG,,1450224896.000,,0.004,0.000,0.000,0.115,
ognoC,1952,COG,,1502887808.000,,,,,,
ognoC,1953,COG,,1557881728.000,,,,,,
ognoC,1954,COG,912138,1615341440.000,,,,,,
ognoC,1955,COG,,1675407872.000,,0.004,0.000,0.000,0.131,
ognoC,1956,COG,,1736390528.000,,,,,,
ognoC,1957,COG,979068,1800036608.000,,,,,,
ognoC,1958,COG,1003503,1868409088.000,,,,,,
ognoC,1959,COG,1029056,1938843904.000,,,,,,
ognoC,1960,COG,1055696,2003425792.000,0.000,0.000,0.000,0.000,0.224,
ognoC,1961,COG,1083432,2069710208.000,0.000,0.000,0.000,0.000,0.267,
ognoC,1962,COG,1112347,2136716928.000,0.000,0.000,0.000,0.000,0.238,
ognoC,1963,COG,1142606,2207655680.000,0.000,0.000,0.000,0.000,0.234,
ognoC,1964,COG,1174274,2281648384.000,,,,,,
ognoC,1965,COG,1207417,2358845696.000,0.000,0.000,0.000,0.000,0.245,
ognoC,1966,COG,1242124,2483153408.000,0.000,0.000,0.000,0.000,0.308,
ognoC,1967,COG,,2614348288.000,,,,,,
ognoC,1968,COG,,2751623936.000,0.000,0.000,0.000,0.000,0.451,
ognoC,1969,COG,1355712,2896268544.000,,,,,,
ognoC,1970,COG,,3048689664.000,0.000,0.000,0.117,0.080,0.375,
ognoC,1971,COG,,3324551424.000,0.000,0.000,0.143,0.139,0.403,
ognoC,1972,COG,,3461062656.000,0.000,0.000,0.131,0.160,0.372,
ognoC,1973,COG,1532076,4060542208.000,0.000,0.000,0.831,0.029,0.360,
ognoC,1974,COG,1580286,4028233984.000,0.000,0.000,1.220,0.033,0.370,
ognoC,1975,COG,1624940,3990269184.000,,,,,,
ognoC,1976,COG,1665421,4175549184.000,0.000,0.000,0.691,0.015,0.529,
ognoC,1977,COG,1706186,3868349696.000,0.000,0.000,0.180,0.000,0.300,
ognoC,1978,COG,1747211,4102596352.000,0.000,0.000,0.081,0.004,0.238,
ognoC,1979,COG,1788229,4566231040.000,0.000,0.000,0.070,0.004,0.275,
ognoC,1980,COG,1829262,5148435456.000,0.017,0.000,0.110,0.004,0.275,
ognoC,1981,COG,,6248568320.000,0.024,0.000,0.128,0.000,0.319,
ognoC,1982,COG,1911638,7730808832.000,0.017,0.000,0.154,0.004,1.169,
ognoC,1983,COG,1951854,8179162112.000,0.007,0.000,0.161,0.004,0.971,
ognoC,1984,COG,2001746,8786887680.000,0.000,0.000,0.165,0.004,0.971,
ognoC,1985,COG,2062565,8706874368.000,0.026,0.000,0.164,0.007,1.078,
ognoC,1986,COG,2124873,8124672000.000,,,,,,
ognoC,1987,COG,2188660,8162838016.000,,,,,,
ognoC,1988,COG,2253337,8324278272.000,,,,,,
ognoC,1989,COG,2319181,8492042752.000,0.052,0.000,0.169,0.004,1.271,
ognoC,1990,COG,2385433,8597208064.000,0.037,0.000,0.000,0.000,0.971,
ognoC,1991,COG,,9009686528.000,0.042,0.000,0.000,0.000,1.041,
ognoC,1992,COG,2520964,9460341760.000,,,,,,
ognoC,1993,COG,,9584773120.000,,,,,,
ognoC,1994,COG,2669220,9269117952.000,,,,,,
ognoC,1995,COG,2742316,9864798208.000,,,,,,
ognoC,1996,COG,2816600,10738735104.000,0.020,0.000,2.698,0.000,1.319,
ognoC,1997,COG,2875047,10724893696.000,,,,,,
ognoC,1998,COG,,11368414208.000,0.000,0.000,3.514,0.000,0.355,
ognoC,1999,COG,,11329491968.000,,,,,,
sdnalsI kooC,1850,COK,16000,,,,,,,
sdnalsI kooC,1851,COK,,,,,,,,
sdnalsI kooC,1852,COK,,,,,,,,
sdnalsI kooC,1853,COK,,,,,,,,
sdnalsI kooC,1854,COK,,,,,,,,
sdnalsI kooC,1855,COK,,,,,,,,
sdnalsI kooC,1856,COK,,,,,,,,
sdnalsI kooC,1857,COK,,,,,,,,
sdnalsI kooC,1858,COK,,,,,,,,
sdnalsI kooC,1859,COK,,,,,,,,
sdnalsI kooC,1860,COK,,,,,,,,
sdnalsI kooC,1861,COK,,,,,,,,
sdnalsI kooC,1862,COK,,,,,,,,
sdnalsI kooC,1863,COK,,,,,,,,
sdnalsI kooC,1864,COK,,,,,,,,
sdnalsI kooC,1865,COK,,,,,,,,
sdnalsI kooC,1866,COK,,,,,,,,
sdnalsI kooC,1867,COK,,,,,,,,
sdnalsI kooC,1868,COK,,,,,,,,
sdnalsI kooC,1869,COK,,,,,,,,
sdnalsI kooC,1870,COK,,,,,,,,
sdnalsI kooC,1871,COK,,,,,,,,
sdnalsI kooC,1872,COK,,,,,,,,
sdnalsI kooC,1873,COK,,,,,,,,
sdnalsI kooC,1874,COK,,,,,,,,
sdnalsI kooC,1875,COK,,,,,,,,
sdnalsI kooC,1876,COK,,,,,,,,
sdnalsI kooC,1877,COK,,,,,,,,
sdnalsI kooC,1878,COK,,,,,,,,
sdnalsI kooC,1879,COK,,,,,,,,
sdnalsI kooC,1880,COK,,,,,,,,
sdnalsI kooC,1881,COK,,,,,,,,
sdnalsI kooC,1882,COK,,,,,,,,
sdnalsI kooC,1883,COK,,,,,,,,
sdnalsI kooC,1884,COK,,,,,,,,
sdnalsI kooC,1885,COK,,,,,,,,
sdnalsI kooC,1886,COK,,,,,,,,
sdnalsI kooC,1887,COK,,,,,,,,
sdnalsI kooC,1888,COK,,,,,,,,
sdnalsI kooC,1889,COK,,,,,,,,
sdnalsI kooC,1890,COK,,,,,,,,
sdnalsI kooC,1891,COK,,,,,,,,
sdnalsI kooC,1892,COK,,,,,,,,
sdnalsI kooC,1893,COK,,,,,,,,
sdnalsI kooC,1894,COK,,,,,,,,
sdnalsI kooC,1895,COK,,,,,,,,
sdnalsI kooC,1896,COK,,,,,,,,
sdnalsI kooC,1897,COK,,,,,,,,
sdnalsI kooC,1898,COK,,,,,,,,
sdnalsI kooC,1899,COK,,,,,,,,
sdnalsI kooC,1900,COK,9000,,,,,,,
sdnalsI kooC,1901,COK,,,,,,,,
sdnalsI kooC,1902,COK,8200,,,,,,,
sdnalsI kooC,1903,COK,,,,,,,,
sdnalsI kooC,1904,COK,,,,,,,,
sdnalsI kooC,1905,COK,,,,,,,,
sdnalsI kooC,1906,COK,8500,,,,,,,
sdnalsI kooC,1907,COK,,,,,,,,
sdnalsI kooC,1908,COK,,,,,,,,
sdnalsI kooC,1909,COK,,,,,,,,
sdnalsI kooC,1910,COK,,,,,,,,
sdnalsI kooC,1911,COK,,,,,,,,
sdnalsI kooC,1912,COK,,,,,,,,
sdnalsI kooC,1913,COK,,,,,,,,
sdnalsI kooC,1914,COK,,,,,,,,
sdnalsI kooC,1915,COK,,,,,,,,
sdnalsI kooC,1916,COK,8800,,,,,,,
sdnalsI kooC,1917,COK,,,,,,,,
sdnalsI kooC,1918,COK,,,,,,,,
sdnalsI kooC,1919,COK,,,,,,,,
sdnalsI kooC,1920,COK,,,,,,,,
sdnalsI kooC,1921,COK,9500,,,,,,,
sdnalsI kooC,1922,COK,,,,,,,,
sdnalsI kooC,1923,COK,,,,,,,,
sdnalsI kooC,1924,COK,,,,,,,,
sdnalsI kooC,1925,COK,,,,,,,,
sdnalsI kooC,1926,COK,10000,,,,,,,
sdnalsI kooC,1927,COK,,,,,,,,
sdnalsI kooC,1928,COK,,,,,,,,
sdnalsI kooC,1929,COK,,,,,,,,
sdnalsI kooC,1930,COK,,,,,,,,
sdnalsI kooC,1931,COK,,,,,,,,
sdnalsI kooC,1932,COK,,,,,,,,
sdnalsI kooC,1933,COK,,,,,,,,
sdnalsI kooC,1934,COK,,,,,,,,
sdnalsI kooC,1935,COK,,,,,,,,
sdnalsI kooC,1936,COK,,,,,,,,
sdnalsI kooC,1937,COK,,,,,,,,
sdnalsI kooC,1938,COK,,,,,,,,
sdnalsI kooC,1939,COK,,,,,,,,
sdnalsI kooC,1940,COK,,,,,,,,
sdnalsI kooC,1941,COK,,,,,,,,
sdnalsI kooC,1942,COK,,,,,,,,
sdnalsI kooC,1943,COK,,,,,,,,
sdnalsI kooC,1944,COK,,,,,,,,
sdnalsI kooC,1945,COK,,,,,,,,
sdnalsI kooC,1946,COK,,,,,,,,
sdnalsI kooC,1947,COK,,,,,,,,
sdnalsI kooC,1948,COK,,,,,,,,
sdnalsI kooC,1949,COK,,,,,,,,
sdnalsI kooC,1950,COK,14703,,,,,,,
sdnalsI kooC,1951,COK,15053,,,,,,,
sdnalsI kooC,1952,COK,15331,,,,,,,
sdnalsI kooC,1953,COK,15594,,,,,,,
sdnalsI kooC,1954,COK,15870,,,,,,,
sdnalsI kooC,1955,COK,,,,,,,,
sdnalsI kooC,1956,COK,16437,,,,,,,
sdnalsI kooC,1957,COK,16695,,,,,,,
sdnalsI kooC,1958,COK,,,,,,,,
sdnalsI kooC,1959,COK,17283,,,,,,,
sdnalsI kooC,1960,COK,,,,,,,,
sdnalsI kooC,1961,COK,,,,,,,,
sdnalsI kooC,1962,COK,,,,,,,,
sdnalsI kooC,1963,COK,,,,,,,,
sdnalsI kooC,1964,COK,18593,,,,,,,
sdnalsI kooC,1965,COK,18789,,,,,,,
sdnalsI kooC,1966,COK,19022,,,,,,,
sdnalsI kooC,1967,COK,19338,,,,,,,
sdnalsI kooC,1968,COK,19697,,,,,,,
sdnalsI kooC,1969,COK,20086,,,,,,,
sdnalsI kooC,1970,COK,20495,,0.000,0.000,0.000,0.000,0.011,
sdnalsI kooC,1971,COK,20872,,0.000,0.000,0.000,0.000,0.011,
sdnalsI kooC,1972,COK,,,0.000,0.000,0.000,0.000,0.011,
sdnalsI kooC,1973,COK,,,0.000,0.000,0.000,0.000,0.011,
sdnalsI kooC,1974,COK,,,0.000,0.000,0.000,0.000,0.011,
sdnalsI kooC,1975,COK,18883,,,,,,,
sdnalsI kooC,1976,COK,,,0.000,0.000,0.000,0.000,0.015,
sdnalsI kooC,1977,COK,17894,,,,,,,
sdnalsI kooC,1978,COK,17830,,0.000,0.000,0.000,0.000,0.029,
sdnalsI kooC,1979,COK,17753,,0.000,0.000,0.000,0.000,0.026,
sdnalsI kooC,1980,COK,17675,,0.000,0.000,0.000,0.000,0.029,
sdnalsI kooC,1981,COK,17582,,,,,,,
sdnalsI kooC,1982,COK,17425,,0.000,0.000,0.000,0.000,0.051,
sdnalsI kooC,1983,COK,17204,,,,,,,
sdnalsI kooC,1984,COK,16940,,0.000,0.000,0.000,0.000,0.022,
sdnalsI kooC,1985,COK,,,,,,,,
sdnalsI kooC,1986,COK,16518,,0.000,0.000,0.000,0.000,0.022,
sdnalsI kooC,1987,COK,16577,,0.000,0.000,0.000,0.000,0.022,
sdnalsI kooC,1988,COK,,,0.000,0.000,0.000,0.000,0.022,
sdnalsI kooC,1989,COK,16942,,,,,,,
sdnalsI kooC,1990,COK,17147,,,,,,,
sdnalsI kooC,1991,COK,17333,,0.000,0.000,0.000,0.000,0.044,
sdnalsI kooC,1992,COK,,,,,,,,
sdnalsI kooC,1993,COK,17583,,,,,,,
sdnalsI kooC,1994,COK,17682,,0.000,0.000,0.000,0.000,0.048,
sdnalsI kooC,1995,COK,17758,,,,,,,
sdnalsI kooC,1996,COK,17823,,0.000,0.000,0.000,0.000,0.051,
sdnalsI kooC,1997,COK,17606,,0.000,0.000,0.000,0.000,0.051,
sdnalsI kooC,1998,COK,17092,,0.000,0.000,0.000,0.000,0.048,
sdnalsI kooC,1999,COK,16523,,0.000,0.000,0.000,0.000,0.051,
eriovI'd etoC,1750,CIV,1330086,,,,,,,
eriovI'd etoC,1751,CIV,,,0.000,,,,,
eriovI'd etoC,1752,CIV,,,0.000,,,,,
eriovI'd etoC,1753,CIV,,,,,,,,
eriovI'd etoC,1754,CIV,,,0.000,,,,,
eriovI'd etoC,1755,CIV,,,0.000,,,,,
eriovI'd etoC,1756,CIV,,,,,,,,
eriovI'd etoC,1757,CIV,,,0.000,,,,,
eriovI'd etoC,1758,CIV,,,,,,,,
eriovI'd etoC,1759,CIV,,,0.000,,,,,
eriovI'd etoC,1760,CIV,1341424,,,,,,,
eriovI'd etoC,1761,CIV,,,0.000,,,,,
eriovI'd etoC,1762,CIV,,,0.000,,,,,
eriovI'd etoC,1763,CIV,,,0.000,,,,,
eriovI'd etoC,1764,CIV,,,,,,,,
eriovI'd etoC,1765,CIV,,,0.000,,,,,
eriovI'd etoC,1766,CIV,,,0.000,,,,,
eriovI'd etoC,1767,CIV,,,0.000,,,,,
eriovI'd etoC,1768,CIV,,,,,,,,
eriovI'd etoC,1769,CIV,,,0.000,,,,,
eriovI'd etoC,1770,CIV,1353461,,0.000,,,,,
eriovI'd etoC,1771,CIV,,,0.000,,,,,
eriovI'd etoC,1772,CIV,,,,,,,,
eriovI'd etoC,1773,CIV,,,0.000,,,,,
eriovI'd etoC,1774,CIV,,,,,,,,
eriovI'd etoC,1775,CIV,,,0.000,,,,,
eriovI'd etoC,1776,CIV,,,0.000,,,,,
eriovI'd etoC,1777,CIV,,,0.000,,,,,
eriovI'd etoC,1778,CIV,,,0.000,,,,,
eriovI'd etoC,1779,CIV,,,0.000,,,,,
eriovI'd etoC,1780,CIV,1366288,,,,,,,
eriovI'd etoC,1781,CIV,,,0.000,,,,,
eriovI'd etoC,1782,CIV,,,0.000,,,,,
eriovI'd etoC,1783,CIV,,,0.000,,,,,
eriovI'd etoC,1784,CIV,,,0.000,,,,,
eriovI'd etoC,1785,CIV,,,,,,,,
eriovI'd etoC,1786,CIV,,,0.000,,,,,
eriovI'd etoC,1787,CIV,,,0.000,,,,,
eriovI'd etoC,1788,CIV,,,,,,,,
eriovI'd etoC,1789,CIV,,,0.000,,,,,
eriovI'd etoC,1790,CIV,1380008,,0.000,,,,,
eriovI'd etoC,1791,CIV,,,0.000,,,,,
eriovI'd etoC,1792,CIV,,,,,,,,
eriovI'd etoC,1793,CIV,,,0.000,,,,,
eriovI'd etoC,1794,CIV,,,0.000,,,,,
eriovI'd etoC,1795,CIV,,,0.000,,,,,
eriovI'd etoC,1796,CIV,,,0.000,,,,,
eriovI'd etoC,1797,CIV,,,,,,,,
eriovI'd etoC,1798,CIV,,,0.000,,,,,
eriovI'd etoC,1799,CIV,,,0.000,,,,,
eriovI'd etoC,1800,CIV,1088530,,,,,,,
eriovI'd etoC,1801,CIV,,,,,,,,
eriovI'd etoC,1802,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1803,CIV,,,,,,,,
eriovI'd etoC,1804,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1805,CIV,1088530,,,,,,,
eriovI'd etoC,1806,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1807,CIV,,,0.000,,,,,
eriovI'd etoC,1808,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1809,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1810,CIV,,,0.000,,,,,
eriovI'd etoC,1811,CIV,,,,,,,,
eriovI'd etoC,1812,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1813,CIV,,,0.000,,,,,
eriovI'd etoC,1814,CIV,,,0.000,,,,,
eriovI'd etoC,1815,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1816,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1817,CIV,1088530,,0.000,,,,,
eriovI'd etoC,1818,CIV,1088530,,,,,,,
eriovI'd etoC,1819,CIV,1088156,,0.000,,,,,
eriovI'd etoC,1820,CIV,1087409,,0.000,,,,,
eriovI'd etoC,1821,CIV,,,0.000,,,,,
eriovI'd etoC,1822,CIV,1084798,,0.000,,,,,
eriovI'd etoC,1823,CIV,1082935,,0.000,,,,,
eriovI'd etoC,1824,CIV,,,0.000,,,,,
eriovI'd etoC,1825,CIV,1079219,,0.000,,,,,
eriovI'd etoC,1826,CIV,1077366,,0.000,,,,,
eriovI'd etoC,1827,CIV,1075516,,,,,,,
eriovI'd etoC,1828,CIV,1073669,,0.000,,,,,
eriovI'd etoC,1829,CIV,,,0.000,,,,,
eriovI'd etoC,1830,CIV,,,,,,,,
eriovI'd etoC,1831,CIV,,,,,,,,
eriovI'd etoC,1832,CIV,1066314,,0.000,,,,,
eriovI'd etoC,1833,CIV,,,0.000,,,,,
eriovI'd etoC,1834,CIV,1062655,,0.000,,,,,
eriovI'd etoC,1835,CIV,1060830,,0.000,,,,,
eriovI'd etoC,1836,CIV,,,0.000,,,,,
eriovI'd etoC,1837,CIV,1057190,,0.000,,,,,
eriovI'd etoC,1838,CIV,1055375,,,,,,,
eriovI'd etoC,1839,CIV,,,0.000,,,,,
eriovI'd etoC,1840,CIV,,,0.000,,,,,
eriovI'd etoC,1841,CIV,,,,,,,,
eriovI'd etoC,1842,CIV,1048144,,,,,,,
eriovI'd etoC,1843,CIV,1046345,,0.000,,,,,
eriovI'd etoC,1844,CIV,1044548,,0.000,,,,,
eriovI'd etoC,1845,CIV,,,0.000,,,,,
eriovI'd etoC,1846,CIV,1040964,,0.000,,,,,
eriovI'd etoC,1847,CIV,,,0.000,,,,,
eriovI'd etoC,1848,CIV,,,0.000,,,,,
eriovI'd etoC,1849,CIV,,,0.000,,,,,
eriovI'd etoC,1850,CIV,,,0.000,,,,,
eriovI'd etoC,1851,CIV,,,,,,,,
eriovI'd etoC,1852,CIV,1050925,,0.000,,,,,
eriovI'd etoC,1853,CIV,1059551,,0.000,,,,,
eriovI'd etoC,1854,CIV,,,,,,,,
eriovI'd etoC,1855,CIV,1077011,,0.000,,,,,
eriovI'd etoC,1856,CIV,,,,,,,,
eriovI'd etoC,1857,CIV,1094753,,,,,,,
eriovI'd etoC,1858,CIV,,,,,,,,
eriovI'd etoC,1859,CIV,1112556,,,,,,,
eriovI'd etoC,1860,CIV,,,0.000,,,,,
eriovI'd etoC,1861,CIV,1129739,,0.000,,,,,
eriovI'd etoC,1862,CIV,1138090,,0.000,,,,,
eriovI'd etoC,1863,CIV,,,0.000,,,,,
eriovI'd etoC,1864,CIV,1154518,,,,,,,
eriovI'd etoC,1865,CIV,1162819,,,,,,,
eriovI'd etoC,1866,CIV,1171177,,0.000,,,,,
eriovI'd etoC,1867,CIV,1179594,,0.000,,,,,
eriovI'd etoC,1868,CIV,1188070,,,,,,,
eriovI'd etoC,1869,CIV,1196846,,,,,,,
eriovI'd etoC,1870,CIV,1205926,,,,,,,
eriovI'd etoC,1871,CIV,,,,,,,,
eriovI'd etoC,1872,CIV,1225018,,0.000,,,,,
eriovI'd etoC,1873,CIV,1235038,,,,,,,
eriovI'd etoC,1874,CIV,,,,,,,,
eriovI'd etoC,1875,CIV,1255320,,0.000,,,,,
eriovI'd etoC,1876,CIV,1265583,,,,,,,
eriovI'd etoC,1877,CIV,,,0.000,,,,,
eriovI'd etoC,1878,CIV,,,0.000,,,,,
eriovI'd etoC,1879,CIV,,,,,,,,
eriovI'd etoC,1880,CIV,1305888,,0.000,,,,,
eriovI'd etoC,1881,CIV,1314976,,0.000,,,,,
eriovI'd etoC,1882,CIV,1323604,,,,,,,
eriovI'd etoC,1883,CIV,1331762,,0.000,,,,,
eriovI'd etoC,1884,CIV,1339969,,0.000,,,,,
eriovI'd etoC,1885,CIV,,,0.000,,,,,
eriovI'd etoC,1886,CIV,,,0.000,,,,,
eriovI'd etoC,1887,CIV,,,0.000,,,,,
eriovI'd etoC,1888,CIV,,,0.000,,,,,
eriovI'd etoC,1889,CIV,1382296,,0.000,,,,,
eriovI'd etoC,1890,CIV,,,,,,,,
eriovI'd etoC,1891,CIV,1402165,,,,,,,
eriovI'd etoC,1892,CIV,1413044,,,,,,,
eriovI'd etoC,1893,CIV,1424564,,0.000,,,,,
eriovI'd etoC,1894,CIV,1436176,,0.000,,,,,
eriovI'd etoC,1895,CIV,1447881,,,,,,,
eriovI'd etoC,1896,CIV,1459679,,0.000,,,,,
eriovI'd etoC,1897,CIV,,,0.000,,,,,
eriovI'd etoC,1898,CIV,1483559,,,,,,,
eriovI'd etoC,1899,CIV,1494739,,0.000,,,,,
eriovI'd etoC,1900,CIV,,,0.000,,,,,
eriovI'd etoC,1901,CIV,1514625,,0.000,,,,,
eriovI'd etoC,1902,CIV,,,0.000,,,,,
eriovI'd etoC,1903,CIV,1531131,,,,,,,
eriovI'd etoC,1904,CIV,1538993,,0.000,,,,,
eriovI'd etoC,1905,CIV,,,0.000,,,,,
eriovI'd etoC,1906,CIV,,,,,,,,
eriovI'd etoC,1907,CIV,1562811,,0.000,,,,,
eriovI'd etoC,1908,CIV,1570828,,0.000,,,,,
eriovI'd etoC,1909,CIV,1579518,,0.000,,,,,
eriovI'd etoC,1910,CIV,1588890,,0.000,,,,,
eriovI'd etoC,1911,CIV,1598952,,,,,,,
eriovI'd etoC,1912,CIV,1609714,,0.000,,,,,
eriovI'd etoC,1913,CIV,,,0.000,,,,,
eriovI'd etoC,1914,CIV,,,0.000,,,,,
eriovI'd etoC,1915,CIV,,,,,,,,
eriovI'd etoC,1916,CIV,,,0.000,,,,,
eriovI'd etoC,1917,CIV,1667869,,0.000,,,,,
eriovI'd etoC,1918,CIV,1677876,,0.000,,,,,
eriovI'd etoC,1919,CIV,1691000,,,,,,,
eriovI'd etoC,1920,CIV,,,,,,,,
eriovI'd etoC,1921,CIV,1726856,,0.000,,,,,
eriovI'd etoC,1922,CIV,1749721,,0.000,,,,,
eriovI'd etoC,1923,CIV,1775966,,0.000,,,,,
eriovI'd etoC,1924,CIV,1802606,,0.000,,,,,
eriovI'd etoC,1925,CIV,1829645,,,,,,,
eriovI'd etoC,1926,CIV,,,,,,,,
eriovI'd etoC,1927,CIV,1884946,,,,,,,
eriovI'd etoC,1928,CIV,1913220,,0.000,,,,,
eriovI'd etoC,1929,CIV,1941524,,0.000,,,,,
eriovI'd etoC,1930,CIV,1969853,,0.000,,,,,
eriovI'd etoC,1931,CIV,,,,,,,,
eriovI'd etoC,1932,CIV,,,,,,,,
eriovI'd etoC,1933,CIV,,,0.000,,,,,
eriovI'd etoC,1934,CIV,2083706,,,,,,,
eriovI'd etoC,1935,CIV,,,0.000,,,,,
eriovI'd etoC,1936,CIV,2142458,,,,,,,
eriovI'd etoC,1937,CIV,2172453,,0.000,,,,,
eriovI'd etoC,1938,CIV,2202867,,,,,,,
eriovI'd etoC,1939,CIV,2235519,,0.000,,,,,
eriovI'd etoC,1940,CIV,,,0.000,,,,,
eriovI'd etoC,1941,CIV,2307792,,0.000,,,,,
eriovI'd etoC,1942,CIV,2347546,,,,,,,
eriovI'd etoC,1943,CIV,2389801,,0.000,,,,,
eriovI'd etoC,1944,CIV,2432818,,0.000,,,,,
eriovI'd etoC,1945,CIV,2476609,,,,,,,
eriovI'd etoC,1946,CIV,2521188,,0.000,,,,,
eriovI'd etoC,1947,CIV,2566569,,0.000,,,,,
eriovI'd etoC,1948,CIV,,,,,,,,
eriovI'd etoC,1949,CIV,2669371,,0.000,,,,,
eriovI'd etoC,1950,CIV,2736917,4745218048.000,0.000,0.104,0.000,0.000,0.447,
eriovI'd etoC,1951,CIV,2814326,4919865856.000,0.000,0.183,0.000,0.000,0.278,
eriovI'd etoC,1952,CIV,2893690,5102610432.000,,,,,,
eriovI'd etoC,1953,CIV,2976276,5287693824.000,,,,,,
eriovI'd etoC,1954,CIV,3062946,5481269248.000,0.000,0.066,0.000,0.000,0.439,
eriovI'd etoC,1955,CIV,3154287,5683028992.000,,,,,,
eriovI'd etoC,1956,CIV,3251080,5894115328.000,0.000,0.039,0.000,0.000,0.544,
eriovI'd etoC,1957,CIV,3353895,6111600128.000,0.000,0.002,0.000,0.000,0.595,
eriovI'd etoC,1958,CIV,3463233,6339347456.000,,,,,,
eriovI'd etoC,1959,CIV,3580599,6572869120.000,0.000,0.000,0.000,0.000,0.546,
eriovI'd etoC,1960,CIV,,7159306240.000,0.000,0.000,0.000,0.000,0.462,
eriovI'd etoC,1961,CIV,3848343,7832816128.000,0.000,0.000,0.000,0.000,0.553,
eriovI'd etoC,1962,CIV,,8177584640.000,,,,,,
eriovI'd etoC,1963,CIV,4156459,9515745280.000,0.000,0.000,0.000,0.000,0.623,
eriovI'd etoC,1964,CIV,,11224263680.000,0.000,0.000,0.000,0.000,0.762,
eriovI'd etoC,1965,CIV,4492892,10978052096.000,,,,,,
eriovI'd etoC,1966,CIV,4671204,11842560000.000,0.000,0.000,0.000,0.000,1.238,
eriovI'd etoC,1967,CIV,4856686,12018790400.000,0.000,0.000,0.000,0.000,1.359,
eriovI'd etoC,1968,CIV,5050117,13895568384.000,0.000,0.000,0.000,0.000,1.598,
eriovI'd etoC,1969,CIV,,14503653376.000,,,,,,
eriovI'd etoC,1970,CIV,5477085,16078717952.000,,,,,,
eriovI'd etoC,1971,CIV,,16881039360.000,0.000,0.000,0.000,0.000,2.455,
eriovI'd etoC,1972,CIV,5979988,17817495552.000,0.000,0.000,0.000,0.000,2.711,
eriovI'd etoC,1973,CIV,,19227564032.000,,,,,,
eriovI'd etoC,1974,CIV,6548928,19781459968.000,0.000,0.000,0.000,0.000,3.243,
eriovI'd etoC,1975,CIV,,19770904576.000,0.000,0.000,0.000,0.000,3.986,
eriovI'd etoC,1976,CIV,7142694,22128316416.000,,,,,,
eriovI'd etoC,1977,CIV,7415901,23179390976.000,0.000,0.000,0.000,0.000,4.052,
eriovI'd etoC,1978,CIV,7700819,25469898752.000,0.000,0.000,0.000,0.000,4.814,
eriovI'd etoC,1979,CIV,7996373,25962588160.000,0.000,0.000,0.000,0.000,5.419,
eriovI'd etoC,1980,CIV,8303818,27953881088.000,,,,,,
eriovI'd etoC,1981,CIV,8621617,28926660608.000,,,,,,
eriovI'd etoC,1982,CIV,8948124,28992516096.000,,,,,,
eriovI'd etoC,1983,CIV,,27868327936.000,0.000,0.000,0.000,0.000,4.518,
eriovI'd etoC,1984,CIV,9621410,26931154944.000,0.000,0.000,0.000,0.000,5.133,
eriovI'd etoC,1985,CIV,9964075,28257155072.000,0.000,0.000,0.000,0.000,6.984,
eriovI'd etoC,1986,CIV,10309440,29115383808.000,0.000,0.000,0.000,0.000,5.577,
eriovI'd etoC,1987,CIV,10663504,28640501760.000,0.000,0.000,0.000,0.000,7.350,
eriovI'd etoC,1988,CIV,11043200,28134703104.000,0.000,0.000,0.000,0.000,8.805,
eriovI'd etoC,1989,CIV,11462955,27953506304.000,,,,,,
eriovI'd etoC,1990,CIV,11910540,26018496512.000,0.000,0.000,0.000,0.000,4.782,
eriovI'd etoC,1991,CIV,,26972061696.000,0.000,0.000,0.000,0.000,4.309,
